,test_id,headline,impressions,impressions,clicks,CTR,ini_CTR
36527,9091,The 10 Reasons Some Folks Offer For Not Liking Labor Unions In One Silly Cartoon,3587.0,3587.0,28.0,0.007805965988291051,0.0127310409960886
36528,9091,The 10 Silliest Arguments Against Unions In One Colorful Cartoon,3591.0,3591.0,35.0,0.009746588693957114,0.012705668959749677
36529,9092,"If Laughing About Racism Is A Step In The Right Direction, These Guys Are Miles Ahead Of Us All",3627.0,3627.0,20.0,0.005514199062586159,0.01736801692152864
36532,9092,"Face It, Comedy Makes Racism Easier To Deal With",3597.0,3597.0,17.0,0.004726160689463442,0.014336543599440442
36626,9114,Workers Drive The Economy So Why Are Policies Set Up That Don't Support Workers?,2808.0,2808.0,17.0,0.006054131054131054,0.0008264591377210705
36627,9114,Why Do Bosses Always Get The Good Policies?,2876.0,2876.0,12.0,0.004172461752433936,0.0003574382373729341
36628,9114,Some People Seem To Think Doing Business Is Easier If You Don't Have To Treat People With Dignity,2792.0,2792.0,20.0,0.0071633237822349575,0.007081312616682307
36629,9114,Here's A List That'll Probably Make You Think About What Your Boss Is Allowed To Get Away With,2795.0,2795.0,32.0,0.01144901610017889,0.013837655805615807
36671,9126,Need More Evidence That The Supreme Court Has Been Sold To The Highest Bidder? I Present Exhibit B.,2735.0,2735.0,14.0,0.005118829981718464,0.015876776900209142
36672,9126,The Hobby Lobby Case Isn’t The Only One That Went Screwy … Here’s Another.,2875.0,2875.0,24.0,0.008347826086956521,0.0119224535719169
36673,9126,"Freeloader: (N), To Impose Upon Another's Generosity Or Hospitality Without Sharing In The Cost",2771.0,2771.0,11.0,0.003969686033922772,0.012086037897498656
36674,9126,There’s Another Supreme Court Ruling That Has Stirred Up A Hornet’s Nest,2786.0,2786.0,18.0,0.006460875807609476,0.0066539212129750535
36675,9126,The Supreme Court Hobby Lobby Case Isn’t The Only One That Went Screwy … Here’s The Other One,2900.0,2900.0,16.0,0.005517241379310344,0.012809030087314694
36752,9144,"An Actor Curses His Way Through A Fake SeaWorld Ad, Because He Would Never Make A SeaWorld Ad",2852.0,2852.0,40.0,0.014025245441795231,0.02894478861669924
36753,9144,"Jason Biggs Curses His Way Through A Fake SeaWorld Ad, Because He Would Never Make A SeaWorld Ad",2820.0,2820.0,29.0,0.01028368794326241,0.024912528283985144
36754,9144,"Jason Biggs Cannot Stop Cursing During A Fake SeaWorld Ad, Because He Happens To Have A Conscience",2845.0,2845.0,42.0,0.01476274165202109,0.027053068254367464
36755,9144,"A Fake SeaWorld Ad Contains A Hell Of A Lot Of Cursing, Because It's Funny And SeaWorld Is Awful",2789.0,2789.0,40.0,0.014342058085335245,0.021235118190558615
36783,9151,"If You Thought Having Kids Was Too Hard To Be Worth It, You're Almost Right",2800.0,2800.0,28.0,0.01,0.009916071154148588
36785,9151,"If Parenting Is All Joy And No Fun, Where Does Radical Amazement Factor In?",2845.0,2845.0,12.0,0.00421792618629174,0.01357989847668755
36786,9151,"What If Someone Would Live In Your House, Drive You Crazy Every Day, And Be Your Greatest Teacher?",2798.0,2798.0,13.0,0.004646175839885632,0.009495300408564068
36888,9174,"When A Reporter Asked Madonna This Question, We All Knew She'd Nail The Answer. Even Back Then.",2848.0,2848.0,52.0,0.018258426966292134,0.02563616741071531
36889,9174,A Little Reminder Of Why We Fell In Love With Madonna In The First Place. It Wasn't Just Her Music.,2841.0,2841.0,22.0,0.007743752199929602,0.010834345515995648
36890,9174,A Reporter Asks Madonna A Question Everyone Else Was To Afraid To. She Slam-Dunks Her Reply.,2800.0,2800.0,98.0,0.035,0.03520582446078673
36891,9174,Did we really think 'she' was a bad role model for girls back then?,2812.0,2812.0,30.0,0.010668563300142247,0.010537557703514246
36899,9177,Photos Of Fading Beauty And The Story Of What's Taking It Away,2794.0,2794.0,37.0,0.013242662848962061,0.02032082781862656
36900,9177,Photos Of An Astonishingly Beautiful Place That's Losing So Much Of What Makes It Beautiful,2784.0,2784.0,27.0,0.009698275862068966,0.021584577575650517
36902,9177,Photos Of A People And Place That Are Losing So Much Of What Makes Them Beautiful,2781.0,2781.0,25.0,0.008989572096368213,0.01864365973980677
36949,9188,That Moment When A Mom Can Look At Her Baby For The First Time & Smile. Shouldn't It Be More Common?,2756.0,2756.0,22.0,0.007982583454281567,0.013559693171588939
36950,9188,Childbirth Hurts But It Should Never Do This To The Mother Or Her Baby,2831.0,2831.0,47.0,0.01660190745319675,0.017441911310992535
36951,9188,"Fewer Moms Are Dying In Childbirth, And Here's A Promising Reason Why",2827.0,2827.0,13.0,0.004598514326140785,0.005923538701699068
36952,9188,It's Incredible To See What's Happening To Mothers And Their Babies Here,2852.0,2852.0,29.0,0.010168302945301542,0.01641978794230349
36965,9192,"She Risked The Rage Of Her Town, Her Family And Her Father To Be A True Christian",2804.0,2804.0,34.0,0.012125534950071327,0.014042940066216397
36966,9192,It Always Amazes Me What Beautiful Human Stories Come Out Of The Nastiest Human Behavior,2804.0,2804.0,46.0,0.016405135520684736,0.020679612277963427
36968,9192,Think Your Family's Weird? Meet A 12-Year-Old Who Defied Her Racist Dad And Was Tried By The KKK.,2802.0,2802.0,69.0,0.02462526766595289,0.022809937959444096
36977,9195,It's The Last Thing I Expected To Help Get Rid Of The Stress In My Life,2840.0,2840.0,28.0,0.009859154929577466,0.012554674593000071
36978,9195,Who Knew The Answer To Stress Is More Stress. Not Me? Maybe That's Why I'm Stressed.,2793.0,2793.0,11.0,0.003938417472252059,0.005660198714139121
36979,9195,"Who Had The Bright Idea To Alleviate Stress In That Strange Way? It Was Me, Science.",2859.0,2859.0,27.0,0.00944386149003148,0.005276506564263996
37059,9214,Another Reason To Make Sure Peeps Are Picking Up Their Dogs' Poops,2815.0,2815.0,20.0,0.007104795737122558,0.007224836969299771
37060,9214,What Most People Don't Know About Dog Poop,2831.0,2831.0,34.0,0.012009890498057224,0.011314900137263457
37061,9214,What Every Dog Owner Should Know About Dog Poop,2803.0,2803.0,39.0,0.013913663931501962,0.012494330900932066
37062,9214,What All Dog Owners Should Know About Their Dogs' Contributions To The Environment,2810.0,2810.0,18.0,0.006405693950177936,0.008535616439013878
37096,9223,6 1/2 Years Of Selfies Show Her Life With Mental Illness,2837.0,2837.0,104.0,0.036658442016214314,0.02252861946298417
37097,9223,See Her Roller Coaster With Depression In 6 Years Of Selfies,2879.0,2879.0,103.0,0.03577631121917332,0.027714198065150894
37098,9223,She Documented 6 Years Of Her Life Surviving Mental Illness,2765.0,2765.0,71.0,0.025678119349005425,0.013168953264376693
37099,9223,A Time Lapse Of The Ups And Downs Of Depression In One Girl's Life,2791.0,2791.0,84.0,0.030096739519885347,0.021706738906316893
37138,9232,Oh How I Long For The Days When A 'Hoe' Is Just A Garden Tool,3124.0,3124.0,23.0,0.00736235595390525,0.017294772630675106
37139,9232,Why Are Dudes Allowed To Have All The Fun? Here's A Double Standard That Needs To Go.,3120.0,3120.0,56.0,0.017948717948717947,0.025165150919187744
37140,9232,What Happens If You're 'That Kind Of Girl'? Better Question. Why's That Anyone's Business?,3131.0,3131.0,47.0,0.015011178537208559,0.009840620623043231
37141,9232,Here's The Story Behind Your Favorite Sexual Double Standard. And By 'Favorite' I Mean The Worst.,3012.0,3012.0,55.0,0.018260292164674636,0.016768131221555967
37142,9232,'Don't Be That Kind Of Girl' Was Meant To Protect Girls. But No One Saw These Consequences Coming.,3013.0,3013.0,58.0,0.019249917026219716,0.018154295107103386
37161,9237,"The Simple Truths Of Lennon’s Classic ‘Imagine,’ Illustrated And In Color",3029.0,3029.0,34.0,0.011224826675470452,0.010520132530375058
37164,9237,"The Simple Beauty Of John Lennon’s Classic ‘Imagine,’ Illustrated And In Color",3061.0,3061.0,41.0,0.013394315583142764,0.010306265863108652
37212,9249,"What Makes The Clouds In One Canadian City So Special? Well, Maybe Special Isn't The Right Word.",3102.0,3102.0,16.0,0.0051579626047711154,0.005434732896152678
37213,9249,If Kids From A Canadian City Were Getting Sick You'd Think We'd Study The Heck Out Of It. Right?,2972.0,2972.0,6.0,0.002018842530282638,0.011888788032334587
37214,9249,"Leaks, Alerts, Sickness, It's Kinda Like An Erin Brockovich Movie But Right Here In Canada",3128.0,3128.0,5.0,0.00159846547314578,0.01
37215,9249,I Haven't Met A Canadian Yet Who Would Be Happy To Introduce Their City As 'Chemical Valley',3096.0,3096.0,14.0,0.004521963824289405,0.012320258548810406
37217,9250,"Every So Often, A Fun, Little Song Comes Along With A Great Big Empowering Message To Women",3033.0,3033.0,25.0,0.008242664029014177,0.008243551443455087
37218,9250,What Happens When A Woman Stops Seeing Her Body As Flawed? She Does A Whole Song And Dance About It.,3073.0,3073.0,18.0,0.00585746827204686,0.014260528020690803
37219,9250,"Hey Ladies, Let Me Introduce Your Summer Anthem. Turn Up The Volume And Get Ready To Love Your Body!",3199.0,3199.0,27.0,0.008440137542982182,0.008831433998888017
37230,9253,A Desperate Housewife Is Fed Up With Trying To Be The 'Perfect Mom.' She's Even Cursing About It.,3598.0,3598.0,29.0,0.008060033351862146,0.017276564113853074
37231,9253,Here's A Famous Actresses Thoughts On Motherhood. You Might Wanna Ask Your Kids To Leave The Room.,3665.0,3665.0,57.0,0.015552523874488404,0.020297009024187598
37232,9253,Why Some Mom's Feel Like They'll End Up Raising Either A Harvard Grad Or An Axe Murderer,3564.0,3564.0,30.0,0.008417508417508417,0.012391938086065046
37233,9253,What's The Difference Between A Perfect Mom And A Not So Perfect Mom? Honesty.,3497.0,3497.0,30.0,0.008578781812982557,0.008219982285396409
37234,9254,"Lots Of NFL Employees Get Hurt On The Job, But Here Are A Lot More Ways They're Feeling Pain",3102.0,3102.0,16.0,0.0051579626047711154,0.002436067737082552
37235,9254,"Low Pay, Can't Hear Yourself Think, Lots of Overtime, And Then There's That Jiggle Test...",3075.0,3075.0,25.0,0.008130081300813009,0.010079850615055227
37236,9254,Want To Work Hard In Very Little Clothing For Large Crowds And Low Pay? The NFL Has A Job For You!,3041.0,3041.0,17.0,0.005590266359750082,0.005073371404148047
37237,9254,"If You're Thinking About Cheerleading, These Ladies Have Something To Tell You About Their Workplace",3115.0,3115.0,33.0,0.01059390048154093,0.013944747243986304
37317,9273,"They’re The Best At What They Do, But We Pretend They're Amateurs For A Really Bad Reason",3492.0,3492.0,33.0,0.009450171821305841,0.011898686882151573
37318,9273,These Guys Are The Best In The World At What They Do. It's Time To Stop Calling Them 'Amateurs.',3687.0,3687.0,16.0,0.0043395714673176026,0.006188289096811269
37320,9273,How Can We Call These Guys 'Amateurs' With A Straight Face When They're The Best In The World?,3590.0,3590.0,17.0,0.004735376044568245,0.006345678281785892
37407,9293,"If Family Really Is A Priority For Our Country And Its Citizens, Then This Needs Fixed Right Now",3673.0,3673.0,17.0,0.004628369180506398,0.008484840644226058
37408,9293,"How Going To School, Working For A Living, And Raising A Family Can All Fall Apart In One Afternoon",3626.0,3626.0,28.0,0.007722007722007722,0.007945049106482503
37409,9293,What It Looks Like When You’re Selling Your Personal Possessions To Keep From Living On The Streets,3500.0,3500.0,23.0,0.006571428571428572,0.01220966575709361
37410,9293,The Stark Reality Of What It’s Like Being A Part Of The Working Poor,3529.0,3529.0,13.0,0.0036837631056956645,0.015148088655601497
37445,9302,The Real Reason White Guys Have An Easier Time Hailing A Cab Then People Of Color,4508.0,4508.0,42.0,0.009316770186335404,0.01852495459345725
37446,9302,Here's A Solution For People Of Color Who Have A Harder Time Hailing A Cab Than White Guys,4733.0,4733.0,49.0,0.010352841749418973,0.016505559518178593
37447,9302,The Real Reason People Of Color Have A Harder Time Hailing A Cab Than White Men,4608.0,4608.0,34.0,0.007378472222222222,0.014510611424206144
37459,9305,Why Is She So Happy To Be In Her Living Room? Because It’s Her First Time There In 8 Years.,4158.0,4158.0,45.0,0.010822510822510822,0.016513958890692182
37460,9305,Anyone Find It Weird That These People Are Cleaning Up After A Storm That Hit Almost Ten Years Ago?,4115.0,4115.0,29.0,0.0070473876063183475,0.007999830645358648
37461,9305,"When People Don’t Care, It Hurts. When They Don’t Care After Your Home Is Destroyed It Really Blows.",4113.0,4113.0,24.0,0.005835156819839533,0.006703449070746267
37462,9305,How Many People Does It Take To Change A Light Bulb? What About Replace A House That Blew Away?,4094.0,4094.0,4.0,0.0009770395701025891,0.004880515532312484
37463,9306,"Not All Cops Suck, But That’s A Hard Sell When These Are The Guys Making Headlines",3479.0,3479.0,24.0,0.006898534061511929,0.00950540511098141
37464,9306,A Police Department Celebrated Reaching 50K Twitter Followers. It Didn't Help Their Image Problem.,3368.0,3368.0,21.0,0.006235154394299287,0.007495450444053798
37465,9306,"Clearly, Gaining Twitter Followers Doesn't Erase Past F**k-Ups From People's Memories",3543.0,3543.0,20.0,0.005644933672029354,0.0027897306424010675
37466,9306,"Congrats To Baltimore PD On Reaching 50K Twitter Followers! Now, About Those Brutality Issues...",3561.0,3561.0,9.0,0.002527379949452401,0.0029852397967555996
37467,9306,"When A Police Department Cheered A Twitter Milestone, They Probably Weren't Expecting This Response",3447.0,3447.0,34.0,0.009863649550333623,0.026216759936557935
37468,9306,"If Making Fun Youtube Videos Somehow Relaxes Aggro Cops, Then Maybe Baltimore PD Is On To Something",3482.0,3482.0,13.0,0.003733486502010339,0.008763672391686432
37578,9333,Maybe We've Been Fighting Money In Politics The Wrong Way,4021.0,4021.0,16.0,0.003979109674210396,0.00899590120360664
37579,9333,A Politician's Honesty-Only Strategy Could Be The Most Revealing Thing In American Politics,4238.0,4238.0,25.0,0.005899008966493629,0.011777013787445806
37580,9333,The Best Anti-Political Campaign I've Seen In A Long Time,4072.0,4072.0,23.0,0.005648330058939097,0.024974112093353328
37581,9333,Most Politicians Are Secretly Taking Bribes. This One Is Doing It Very Publicly.,3981.0,3981.0,27.0,0.006782215523737754,0.012625810965309632
37582,9333,Politics Has Effectively Been Ruined By Money. Meet The Man Who Can Change That.,4061.0,4061.0,16.0,0.003939916276779119,0.012990263839108111
37605,9339,"She Might Ruin Your Grilling-Out Plans For The Weekend, But She Wants To Save Your Life",2964.0,2964.0,25.0,0.008434547908232119,0.00823415098714074
37606,9339,"Some Animals We Pamper, Some We Eat.  She Wants To Make Things A Lot More Simple.",3097.0,3097.0,25.0,0.008072328059412335,0.008210173955944273
37607,9339,You Know How Good It Feels To Give Your Dog Some Love? She Wants To Make Something Of That.,2866.0,2866.0,33.0,0.011514305652477321,0.01
37608,9339,The Clue To Solving Many Of Our Health Problems Is So Obvious Most Of Us Say Hello To It Everyday,2964.0,2964.0,30.0,0.010121457489878543,0.018677339125240066
37636,9346,"I Never Met Kids That Didn’t Get Excited About Summer, Until I Saw These Lil' Faces",3509.0,3509.0,34.0,0.00968937019093759,0.005023602716394317
37637,9346,They’re Out Of School. So Why Are They Still Looking Forward To That Not So Yummy School Lunch?,3411.0,3411.0,21.0,0.006156552330694811,0.0012150705746055389
37638,9346,She Came Here To Swap Lunches And Eat With Her BFF… And She’s All Out Of Lunches,3511.0,3511.0,40.0,0.011392765593847906,0.003928607200493902
37639,9346,Some Worry About Rent On The First Of The Month. So Why Does She Always Freak Out On The Tenth?,3521.0,3521.0,33.0,0.00937233740414655,0.00981826943098722
37698,9361,3 Myths About Being A Feminist That Need To Be Debunked Immediately,2964.0,2964.0,34.0,0.011470985155195682,0.013236589291930568
37699,9361,The Secret Truth About Feminists And Their Opinion Of Dudes Is Not That Shocking At All,2913.0,2913.0,35.0,0.012015104703055269,0.018237167439221692
37700,9361,"If You Say, 'I'm Not a Feminist, But...' Then You Need To Sit Your Butt Down And Watch This",3009.0,3009.0,43.0,0.014290461947490861,0.018716806307831492
37701,9361,"She's A Simmering Cauldron Of Anger, Probably Because Of Something You Said. Or Maybe Not.",3070.0,3070.0,35.0,0.011400651465798045,0.012066498169179823
37702,9361,Watch This Really Angry Feminist Get All Her Feminist Rage Out By Talking Like A Human Being,2913.0,2913.0,21.0,0.007209062821833162,0.02141329336785549
37777,9376,"These Kids Want To Go To School, But There's Something Scary Happening That Makes It Very Difficult",3984.0,3984.0,34.0,0.00853413654618474,0.011399765200292877
37778,9376,Something Is Happening At These Kids' Schools That's Making It Very Scary For Them To Attend,3942.0,3942.0,34.0,0.008625063419583967,0.020402058914822538
37779,9376,School Never Looked As Scary As It Does For These Kids,3814.0,3814.0,39.0,0.010225485055060305,0.007906274142607066
37790,9379,Got Worries? She Thinks Many Of Them Are Connected To How We Treat Animals.,3880.0,3880.0,33.0,0.008505154639175257,0.003672859027115824
37791,9379,It's Downright Scary How This One Industry Threatens Our Health In So Many Ways,3991.0,3991.0,38.0,0.00952142320220496,0.009748221495048084
37792,9379,"When We Take Care Of Animals, They Take Care Of Us — In More Ways Than You Might Guess",3752.0,3752.0,37.0,0.009861407249466951,0.008803706831847693
37793,9379,Animals Are A Huge Threat To Our Health And Happiness. Here's How.,3997.0,3997.0,71.0,0.0177633224918689,0.007364876982745461
37831,9388,Even Former Movie Stars Are Vulnerable To This Horrible Deed,793.0,793.0,7.0,0.008827238335435058,0.01925634511872988
37832,9388,Former Movie Star And Veteran Speaks Out Against Elder Abuse In Moving Speech,780.0,780.0,5.0,0.00641025641025641,0.018402428967765092
37833,9388,He Speaks Out About What No Elderly Person Should Have To Endure,801.0,801.0,12.0,0.0149812734082397,0.01434937238649936
37834,9388,"Young, Old, Female, Male ... No One Deserves To Be Treated This Way.",812.0,812.0,10.0,0.012315270935960592,0.014548090956448911
37857,9393,Public Transportation Transformed Into Public Showers,3868.0,3868.0,29.0,0.00749741468459152,0.014574852757699338
37858,9393,Old Public Busses Are Being Turned Into New Public Showers For A Really Great Reason,3969.0,3969.0,58.0,0.014613252708490804,0.019617019978355608
37861,9394,"Love Might Be Blind, But When It Comes To Interracial Dating, It's All Some People Can See",3978.0,3978.0,17.0,0.004273504273504274,0.011449615036276187
37862,9394,Talking About Race With Someone Can Be Super Difficult When You're Also Sleeping With That Someone,3907.0,3907.0,30.0,0.007678525723061172,0.0173121820841323
37863,9394,Watch People Try To Navigate The Minefield That Is Interracial Dating,3853.0,3853.0,36.0,0.009343368803529718,0.017856017759250848
37864,9394,Would You Still Love Your Partner If They Were A Completely Different Race?,3870.0,3870.0,25.0,0.006459948320413436,0.0096051356104036
37865,9394,"Watch Some People Discuss Why Variety Is The Spice Of Life, Especially In Love",3847.0,3847.0,15.0,0.003899142188718482,0.0058937581446724275
37940,9411,1 In 8 People Have Never Had A Clean Glass Of H20. Here's Why.,3082.0,3082.0,19.0,0.006164828033744322,0.008483399733461006
37941,9411,These Goldfish Want To Show You A Little Something About Being Thirsty,3098.0,3098.0,18.0,0.005810200129115558,0.004913584332622414
37942,9411,You Can Learn A Ton About Water Just By Watching These Goldfish Swim In It,2937.0,2937.0,15.0,0.005107252298263534,0.0033318956984095473
37943,9411,Why 783 Million People In The World Have Never Tasted Something We Drink Every Day,3130.0,3130.0,27.0,0.008626198083067093,0.006201944535373832
37944,9412,Explaining Feminism To That Girl From 'The Fault In Our Stars'. Because She's Mad Confused.,3589.0,3589.0,81.0,0.02256896071329061,0.016848358599339842
37945,9412,Can Someone Remind Me Why We Keep Asking Celebrities About Feminism?,3601.0,3601.0,41.0,0.011385726187170231,0.01646264502473497
37946,9412,Watch One Blogger Calmly Explain Why She's Sick Of Celebs Talking About Feminism,3578.0,3578.0,62.0,0.01732811626607043,0.01750134595147959
37947,9412,Hey Lady Celebs! Here's Where You're Wrong About Women's Rights.,3564.0,3564.0,66.0,0.018518518518518517,0.01780853785515308
37994,9423,Men Have Spent Over 100 Years Trying To Prevent Women From Learning The Real Meaning Of This Word,2992.0,2992.0,71.0,0.023729946524064172,0.02185000979897292
37995,9423,Men Have Spent Over 100 Years Trying To Prevent Women From Learning The Real Meaning Of The 'F' Word,3051.0,3051.0,54.0,0.017699115044247787,0.018583192793381158
37996,9423,Men Have Spent A Few Centuries Trying To Prevent You From Speaking About The Real Meaning Of A Word,3059.0,3059.0,59.0,0.01928734880679961,0.024946661350738985
37997,9423,"For Over 100 Years, Men Have Been Trying To Prevent Women From Saying The Real Meaning Of This Word",3125.0,3125.0,58.0,0.01856,0.021432959850624045
37998,9423,1 Word That Some Men Have Spent All Their Time Trying To Prevent The Rest Of Us From Understanding,3090.0,3090.0,73.0,0.023624595469255664,0.01750734142106747
38077,9441,The Really Big Thing Our Government Is About To Screw Up With Help From Comcast And Verizon,3084.0,3084.0,17.0,0.005512321660181583,0.010750670636101111
38078,9441,"An Issue That's Received 647,000 Comments Probably Means People Give A Damn",3052.0,3052.0,28.0,0.009174311926605505,0.010451524417348958
38079,9441,The Best Reason To Add Your Name To A List Since The Time You Signed Up For Free Yoga Lessons,3148.0,3148.0,15.0,0.004764930114358323,0.006240070332047142
38080,9442,What's Happening In Spain Ought To Sound Nightmarishly Familiar,3118.0,3118.0,24.0,0.007697241821680564,0.01613818785797222
38081,9442,"If You Look Into Their Eyes As They Talk About Their Kids, It's Hard Not To Feel It In Your Heart",2985.0,2985.0,18.0,0.006030150753768844,0.014255507617446228
38082,9442,"If You’ve Ever Felt Abandoned By Someone You Counted On, You’ll Get Where They're Coming From",3039.0,3039.0,23.0,0.007568279039157618,0.01
38083,9442,Stories That’ll Make Anti-Welfarists Think Twice Before Criticizing The Unemployed,3071.0,3071.0,24.0,0.007815043959622273,0.01739007421234265
38084,9442,A Disturbing Reminder That Banks And Politicians Control All Of Our Lives,3194.0,3194.0,24.0,0.007514088916718848,0.006829837184930095
38085,9442,"Try Screaming, 'Get A Job!' To One Of These Folks. They'd Laugh In Your Face.",2998.0,2998.0,46.0,0.015343562374916611,0.015013379995167374
38188,9465,"When Their Neighbors Needed Them, They Got Knee-Deep In The Mud",3048.0,3048.0,19.0,0.006233595800524934,0.0011144564890192346
38204,9469,#MealForAMeal Gives Your Food Pictures The Power To Feed People Worlds Away,3092.0,3092.0,18.0,0.005821474773609315,0.009075143401224995
38205,9469,You Take A Picture Of Your Food And Tag It With #MealForAMeal. What Happens Next Is Less Hunger.,3166.0,3166.0,24.0,0.007580543272267846,0.010931734542270154
38206,9469,"If Enough People Use The Hashtag #MealForAMeal, There Will Be Way Less Wasted Food In The World",3059.0,3059.0,20.0,0.006538084341288003,0.012060274428139468
38207,9469,"If You Take A Pic Of Your Food And Tag It With #MealForAMeal, There Will Be Less Hungry People",3045.0,3045.0,16.0,0.005254515599343186,0.009278595006902677
38228,9474,You Might Be Surprised At Who's Working In Tipped Jobs,3091.0,3091.0,16.0,0.00517631834357813,0.008418608761278418
38229,9474,These Are The People Working For $2.13 An Hour,3081.0,3081.0,20.0,0.006491398896462187,0.008919573863698592
38230,9474,"Believe It Or Not, Some Folks Actually Work For Less Than Minimum Wage",2974.0,2974.0,10.0,0.0033624747814391394,0.005358951667024829
38300,9491,A Politician Gets Honest About Why He's Ruining The Country,3019.0,3019.0,37.0,0.012255713812520701,0.015521874788051278
38301,9491,Do You Need To Be Secretive To Be Corrupt? Apparently Not.,3050.0,3050.0,26.0,0.008524590163934427,0.007922835100902189
38302,9491,A Politician Gets Real Honest About Why He's Actively Ruining His State,3200.0,3200.0,58.0,0.018125,0.015885832587946347
38303,9491,A Politician Candidly Describes How Easy It Is To Succumb To Corruption,3106.0,3106.0,22.0,0.0070830650354153256,0.014700423588968484
38342,9501,She's An Icon The World Over And She's Using Her Birthday For A Really Important Cause,3094.0,3094.0,11.0,0.003555268261150614,0.00361638308641986
38343,9501,"You May Have Blown Out The Candles And Wished For Peace, But Malala Takes It To A Whole New Level",3113.0,3113.0,19.0,0.006103437198843559,0.012779749176669544
38344,9501,It’s Malala’s Party And She’ll Use It To Try To Bring Back Missing Girls If She Wants To,3039.0,3039.0,14.0,0.004606778545574202,0.005285433550736644
38345,9501,"Was Going To Bake You A Cake, Malala, But I Thought You’d Rather Have Everyone Hear This Instead",3035.0,3035.0,14.0,0.004612850082372323,0.009385500138848214
38384,9510,Teenagers Are Tough To Live With. But This? Wow.,6158.0,6158.0,102.0,0.016563819421890225,0.019333256396398456
38385,9510,"At First, It Looks Like Any Other Video Of A Teenager Living At Home. But The End? Wow.",6189.0,6189.0,133.0,0.021489739861043786,0.02449645033432387
38386,9510,"I Didn’t Expect The Turn At 0:17, So It Hit Me Right In The Gut",6024.0,6024.0,128.0,0.021248339973439574,0.013460925084080193
38387,9510,"When Teenagers Are Dying Of An Epidemic So Huge, Why Can’t We Do Something About It?",6199.0,6199.0,98.0,0.015809001451847073,0.013171642650499448
38403,9515,"3 All Star Dudes Talking About Feminism? Alright, I'm Listening.",5933.0,5933.0,23.0,0.0038766222821506827,0.011603549895816261
38404,9515,"If 'Feminism' Is A Word That Scares You, Take A Moment To Hear From A Few Guys Who Own It",6334.0,6334.0,41.0,0.006473002841806126,0.011769413935548183
38405,9515,"3 Clips That I'd Like Every Man, Boy, And Manboy On The Planet To See",6185.0,6185.0,50.0,0.008084074373484237,0.014816046448048894
38406,9515,Here's The Kind Of Bro-Talk Guys *Should* Be Having About Women,6101.0,6101.0,43.0,0.007048024913948533,0.01907382542566686
38409,9516,You Take A Picture Of Your Food And Tag It With #MealForaMeal. What You Get Is Less Hungry People.,6131.0,6131.0,39.0,0.006361115641820258,0.010072836772851562
38435,9523,Are People Ignoring Water Bills So They Can Pay For Cable? You'll Want To Hear Her Opinion.,3580.0,3580.0,44.0,0.012290502793296089,0.01
38436,9523,"A Talking Head Gets A Talking To, And Gets Really, Really Quiet",3610.0,3610.0,64.0,0.01772853185595568,0.011718516894465455
38437,9523,An Older Woman Tells A Younger Man He Ought To Check His Facts (It's KInda Fun To Watch),3654.0,3654.0,98.0,0.02681992337164751,0.022243127790688072
38438,9523,"Smackdown! This Reporter Thinks He Knows His Stuff, But She's The One With The Inside Scoop.",3507.0,3507.0,57.0,0.016253207869974338,0.015967630917373576
38444,9526,You Take A Picture Of Your Food And Tag It With #MealForAMeal. What You Get Is Less Hunger.,6130.0,6130.0,32.0,0.0052202283849918435,0.011413189734529755
38515,9542,Need Help Getting Out Of An Abusive Relationship? Just Click 'Download'.,3532.0,3532.0,27.0,0.007644394110985277,0.001908069860322513
38516,9542,Your Boyfriend Could See This App On Your Phone And Have No Idea What It Is. And That's The Point.,3617.0,3617.0,101.0,0.027923693668786286,0.012785526636162073
38517,9542,"The Super Secret, Super Helpful App That So Secret And So Helpful, You Can't Even See It.",3535.0,3535.0,46.0,0.013012729844413012,0.005255958203056106
38518,9542,This App Could Save Your Life But They Can't Show It To You. The Bad Guys Might See It.,3545.0,3545.0,33.0,0.00930888575458392,0.015892632456315715
38519,9542,Lots of People Don't Like Dr Phil. But I Kind Fell In Love With His Wife After Seeing What She Made.,3699.0,3699.0,43.0,0.011624763449580968,0.012865061651387047
38701,9582,Here's Research On How To Convince Someone They're Wrong.,3243.0,3243.0,70.0,0.021584952204748688,0.012076674289914043
38771,9599,Do You Think Corporations And The Government Are Fooling Us About Unfertilized Chicken Babies?,3222.0,3222.0,40.0,0.012414649286157667,0.006640015018102597
38772,9599,There Are More Ways Then One To Label An Unfertilized Chicken Baby,3241.0,3241.0,28.0,0.008639308855291577,0.012385354695947235
38773,9599,A Video About Unfertilized Chicken Babies And How Corporations Are Fooling Us,3282.0,3282.0,55.0,0.01675807434491164,0.005104738392483526
38835,9614,The Guy Pouring Milk On His ‘Lady Flakes’ Is About To Chunder Over Gender Inequality,3301.0,3301.0,41.0,0.012420478642835504,0.020397490176363334
38836,9614,Watch A Guy From The UK Make A Bowl Of Cereal In The Name Of Gender Inequality,3284.0,3284.0,20.0,0.0060901339829476245,0.022403765997428125
38837,9614,His Stats About Women In The UK Are Nearly As Gross As The Giant Bowl Of ‘Lady Flakes’,3218.0,3218.0,37.0,0.011497824735860782,0.011038066972884009
38850,9618,"After He Traveled A Highway For 38 Days, A Man Discovered An Unexpected Change Happening In America",3022.0,3022.0,50.0,0.01654533421575116,0.0190639857061695
